name,crack_num,pits_num,markup_num,lat,long
119,2,0,0,59.561804,30.126376
120,2,0,0,59.561804,30.126376
121,0,0,1,59.56227,30.125892999999998
122,0,0,1,59.56227,30.125892999999998
123,0,0,1,59.562665,30.125483000000003
124,0,0,1,59.562701000000004,30.125504
125,0,0,1,59.562701000000004,30.125504
126,0,0,1,59.563241000000005,30.125826
127,0,0,1,59.563241000000005,30.125826
128,0,0,1,59.563655000000004,30.126074
129,0,0,1,59.563655000000004,30.126074
130,0,0,1,59.563613000000004,30.126044
131,0,0,1,59.563828,30.124992
132,0,0,1,59.563828,30.124992
133,0,0,0,59.564054000000006,30.123851000000002
134,0,0,0,59.564054000000006,30.123851000000002
135,0,0,1,59.563435999999996,30.126971
136,0,0,1,59.563435999999996,30.126971
137,0,0,0,59.563157,30.128428999999997
138,0,0,0,59.563157,30.128428999999997
139,0,0,0,59.562939,30.129569
140,0,0,0,59.562939,30.129569
141,0,0,1,59.562819,30.130193
142,0,0,1,59.562819,30.130193
143,1,0,0,59.56283199999999,30.130128000000003
144,0,0,0,59.561969999999995,30.129482
145,0,0,0,59.561969999999995,30.129482
146,0,0,1,59.560869999999994,30.128663
147,0,0,1,59.560863,30.128702
148,0,0,1,59.560863,30.128702
149,0,0,1,59.560869999999994,30.128663
150,0,0,1,59.560565000000004,30.127607
151,0,0,1,59.560565000000004,30.127607
152,0,0,1,59.560869999999994,30.128663
153,0,0,0,59.560756000000005,30.129291
154,0,0,0,59.560756000000005,30.129291
155,0,0,1,59.560513,30.130653999999996
156,0,0,1,59.560513,30.130653999999996
157,0,0,0,59.560423,30.131166999999998
158,0,0,0,59.560423,30.131166999999998
159,0,0,0,59.560427000000004,30.131140000000002
160,0,0,3,59.559604,30.130516999999998
161,0,0,3,59.559604,30.130516999999998
162,1,0,2,59.559031999999995,30.130084999999998
163,1,0,2,59.559031999999995,30.130084999999998
164,1,0,2,59.55863299999999,30.129783000000003
165,0,0,1,59.5586,30.129818
166,0,0,1,59.5586,30.129818
167,1,0,2,59.560480000000005,30.127755
168,1,0,2,59.560480000000005,30.127755
169,0,0,1,59.559564,30.128759000000002
170,0,0,1,59.559564,30.128759000000002
171,1,0,0,59.55789300000001,30.130568
172,1,0,0,59.55789300000001,30.130569
173,1,0,0,59.557915,30.130545
174,0,0,2,59.557611,30.129493
175,0,0,2,59.557611,30.129493
176,0,0,0,59.557331999999995,30.128526
177,0,0,0,59.557303000000005,30.128557
178,0,0,0,59.557303000000005,30.128557
179,0,0,0,59.557331999999995,30.128526
180,0,0,1,59.55703199999999,30.127487
181,0,0,1,59.557031,30.127488
182,0,0,1,59.557031,30.127488
183,1,0,1,59.557860999999995,30.126603000000003
184,1,0,1,59.557860999999995,30.126603000000003
185,0,0,0,59.558641,30.125771000000004
186,0,0,0,59.558641,30.125771000000004
187,1,0,0,59.559637,30.124709000000003
188,1,0,0,59.559637,30.124709000000003
189,0,0,0,59.558840000000004,30.125559999999997
190,0,0,0,59.558840000000004,30.125559000000003
191,0,0,0,59.557565000000004,30.126919
192,0,0,0,59.557565000000004,30.126919
193,0,0,0,59.556298999999996,30.128251000000002
194,0,0,0,59.556298999999996,30.128251000000002
195,1,0,0,59.555764,30.128807000000002
196,1,0,0,59.555764,30.128807000000002
197,1,0,0,59.55526999999999,30.129246999999996
198,1,0,0,59.55526999999999,30.129246999999996
199,0,0,1,59.554375,30.129975
200,0,0,1,59.554368999999994,30.130046000000004
201,0,0,1,59.554368999999994,30.130046000000004
202,0,0,1,59.554375,30.129975
203,2,0,1,59.553982999999995,30.130290000000002
204,2,0,1,59.553982999999995,30.130290000000002
205,2,0,0,59.553736,30.130489
206,1,0,2,59.553464,30.130638
207,1,0,2,59.553464,30.130638
208,0,0,1,59.55273100000001,30.130714
209,0,0,1,59.55273100000001,30.130714
210,1,0,1,59.552170999999994,30.130748999999998
211,0,0,3,59.552003000000006,30.130834000000004
212,0,0,3,59.552003000000006,30.130834000000004
213,1,0,1,59.552170999999994,30.130748999999998
214,1,0,2,59.553072,30.130692
215,1,0,1,59.553489,30.130634999999998
216,2,0,0,59.553736,30.130489
217,0,0,1,59.554375,30.129975
218,1,0,0,59.554161,30.132416999999997
219,0,0,1,59.554004000000006,30.132412
220,0,0,0,59.552758999999995,30.131984000000003
221,0,0,0,59.552702000000004,30.131861999999998
222,0,0,0,59.55223,30.131690999999996
223,0,0,3,59.552112,30.131621999999997
224,0,0,1,59.552054000000005,30.131534999999996
225,0,0,1,59.552054000000005,30.131534999999996
226,0,0,1,59.552026,30.131415000000004
227,1,0,2,59.552014,30.131034000000003
228,1,0,2,59.551987,30.130841999999998
229,1,0,1,59.552170999999994,30.130748999999998
230,1,0,2,59.553072,30.130692
231,1,0,1,59.553489,30.130634999999998
232,2,0,0,59.553736,30.130489
233,0,0,1,59.554375,30.129975
234,1,0,0,59.554161,30.132416999999997
235,0,0,1,59.554004000000006,30.132412
236,0,0,0,59.55368299999999,30.1323
237,0,0,0,59.55368299999999,30.1323
238,0,0,0,59.552975,30.132057
239,0,0,0,59.552932999999996,30.132515
240,1,0,1,59.553829,30.132858000000002
241,0,0,1,59.554004000000006,30.132412
242,1,0,0,59.554161,30.132416999999997
243,0,0,1,59.554675,30.132608
244,0,0,1,59.554675,30.132608
245,0,0,2,59.555330000000005,30.132837
246,0,0,2,59.555330000000005,30.132837
247,1,0,0,59.555628000000006,30.13283
248,1,0,2,59.555723,30.132804999999998
249,1,0,1,59.555789000000004,30.132771999999996
